"Rank","Name","Platform","Year","Publisher","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
52784,"ACA NEOGEO SENGOKU","XOne",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52785,"ACA NEOGEO SENGOKU","PS4",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52786,"ACA NEOGEO SENGOKU 2","XOne",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52788,"ACA NEOGEO SENGOKU 2","PS4",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52792,"ACA NEOGEO SHOCK TROOPERS","NS",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52795,"ACA NEOGEO SHOCK TROOPERS 2nd Squad","NS",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52798,"ACA NEOGEO SOCCER BRAWL","NS",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52799,"ACA NEOGEO SOCCER BRAWL","XOne",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52800,"ACA NEOGEO SOCCER BRAWL","PS4",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52801,"ACA NEOGEO SPIN MASTER","NS",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52802,"ACA NEOGEO SPIN MASTER","XOne",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52803,"ACA NEOGEO SPIN MASTER","PS4",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52807,"ACA NEOGEO STREET HOOP","NS",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52808,"ACA NEOGEO STREET HOOP","XOne",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52809,"ACA NEOGEO STREET HOOP","PS4",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52810,"ACA NEOGEO SUPER SIDEKICKS","NS",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52811,"ACA NEOGEO SUPER SIDEKICKS","XOne",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52812,"ACA NEOGEO SUPER SIDEKICKS","PS4",2017,"Hamster Corporation","Sports",NA,NA,NA,NA,NA
52818,"ACA NEOGEO THE KING OF FIGHTERS '94","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52819,"ACA NEOGEO THE KING OF FIGHTERS '94","XOne",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52821,"ACA NEOGEO THE KING OF FIGHTERS '95","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52822,"ACA NEOGEO THE KING OF FIGHTERS '95","XOne",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52823,"ACA NEOGEO THE KING OF FIGHTERS '95","PS4",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52824,"ACA NEOGEO THE KING OF FIGHTERS '96","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52825,"ACA NEOGEO THE KING OF FIGHTERS '96","XOne",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52826,"ACA NEOGEO THE KING OF FIGHTERS '96","PS4",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52827,"ACA NEOGEO THE KING OF FIGHTERS '97","XOne",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52828,"ACA NEOGEO THE KING OF FIGHTERS '97","PS4",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52830,"ACA NEOGEO THE KING OF FIGHTERS '98","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52833,"ACA NEOGEO THE KING OF FIGHTERS '99","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52835,"ACA NEOGEO THE KING OF FIGHTERS 2000","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52837,"ACA NEOGEO THE LAST BLADE","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52838,"ACA NEOGEO THE LAST BLADE","XOne",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52839,"ACA NEOGEO THE LAST BLADE","PS4",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52846,"ACA NEOGEO TOP HUNTER RODDY & CATHY","XOne",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52847,"ACA NEOGEO TOP HUNTER RODDY ? CATHY","NS",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52850,"ACA NEOGEO WAKU WAKU 7","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52851,"ACA NEOGEO WAKU WAKU 7","XOne",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52852,"ACA NEOGEO WORLD HEROES","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52854,"ACA NEOGEO WORLD HEROES","PS4",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52855,"ACA NEOGEO WORLD HEROES 2","XOne",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52857,"ACA NEOGEO WORLD HEROES 2","PS4",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52858,"ACA NEOGEO WORLD HEROES 2 JET","XOne",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52861,"ACA NEOGEO WORLD HEROES PERFECT","NS",2017,"Hamster Corporation","Fighting",NA,NA,NA,NA,NA
52862,"ACA NEOGEO ZED BLADE","NS",2017,"Hamster Corporation","Shooter",NA,NA,NA,NA,NA
52863,"ACA NEOGEO ZED BLADE","XOne",2017,"Hamster Corporation","Shooter",NA,NA,NA,NA,NA
52864,"ACA NEOGEO ZED BLADE","PS4",2017,"Hamster Corporation","Shooter",NA,NA,NA,NA,NA
52865,"Accel World vs. Sword Art Online: Millennium Twilight","PC",2017,"Bandai Namco Entertainment","Role-Playing",NA,NA,NA,NA,NA
52868,"Aces of the Luftwaffe","NS",2017,"HandyGames","Shooter",NA,NA,NA,NA,NA
52870,"Achtung! Cthulhu Tactics","PS4",2017,"Unknown","Strategy",NA,NA,NA,NA,NA
52871,"Achtung! Cthulhu Tactics","XOne",2017,"Unknown","Strategy",NA,NA,NA,NA,NA
52872,"Achtung! Cthulhu Tactics","NS",2017,"Unknown","Strategy",NA,NA,NA,NA,NA
52873,"ACORN Tactics","NS",2017,"TACS Games","Strategy",NA,NA,NA,NA,NA
52882,"Age of Empires: Castle Siege","And",2017,"Microsoft Studios","Strategy",NA,NA,NA,NA,NA
52894,"Air Force Special Ops Nightfall","PS4",2017,"Sony Interactive Entertainment","Simulation",NA,NA,NA,NA,NA
52896,"Akin Vol 2","PC",2017,"ThinkOfGames","Puzzle",NA,NA,NA,NA,NA
52929,"Animal Crossing: Pocket Camp","iOS",2017,"Nintendo","Simulation",NA,NA,NA,NA,NA
52930,"Animal Crossing: Pocket Camp","And",2017,"Nintendo","Simulation",NA,NA,NA,NA,NA
52941,"Antiquia Lost","NS",2017,"Kemco","Role-Playing",NA,NA,NA,NA,NA
52942,"Antiquia Lost","PC",2017,"Kemco","Role-Playing",NA,NA,NA,NA,NA
52966,"Arcade Archives: Mario Bros.","NS",2017,"Hamster Corporation","Action",NA,NA,NA,NA,NA
52969,"Arcade Archives: Traverse USA","NS",2017,"Hamster Corporation","Racing",NA,NA,NA,NA,NA
52970,"Arcade Archives: Vs. Super Mario Bros.","NS",2017,"Hamster Corporation","Platform",NA,NA,NA,NA,NA
52971,"ARCADE GAME SERIES Dig-Dug","PC",2017,"Unknown","Puzzle",NA,NA,NA,NA,NA
52973,"Arcade Game Series: Pac-Man","PC",2017,"Unknown","Puzzle",NA,NA,NA,NA,NA
52995,"Asonde Shogi ga Tsuyoku Naru Ginsei Shogi DX","NS",2017,"Silver Star Japan","Puzzle",NA,NA,NA,NA,NA
53012,"Astro Bears Party","NS",2017,"QubicGames","Party",NA,NA,NA,NA,NA
53013,"Astro Duel Deluxe","NS",2017,"Panic Button","Shooter",NA,NA,NA,NA,NA
53019,"Atelier Firis: The Alchemist and the Mysterious Journey","PC",2017,"Tecmo Koei","Role-Playing",NA,NA,NA,NA,NA
53025,"Atelier Sophie: The Alchemist of the Mysterious Book","PC",2017,"Tecmo Koei","Role-Playing",NA,NA,NA,NA,NA
53055,"Baja: Edge of Control HD","PC",2017,"THQ Nordic","Racing",NA,NA,NA,NA,NA
53063,"Battle Chef Brigade","NS",2017,"Adult Swim","Action",NA,NA,NA,NA,NA
53064,"Battle Chef Brigade","PC",2017,"Trinket Studios","Action",NA,NA,NA,NA,NA
53075,"Beach Buggy Racing","NS",2017,"Vector Unit","Racing",NA,NA,NA,NA,NA
53097,"Binaries","NS",2017,"Ant Workshop Ltd","Platform",NA,NA,NA,NA,NA
53104,"Bit Heroes","PC",2017,"Kongregate","MMO",NA,NA,NA,NA,NA
53109,"Black The Fall","NS",2017,"Sand Sailor Studio","Action-Adventure",NA,NA,NA,NA,NA
53110,"Blackhole: Complete Edition","PS4",2017,"1C Company","Platform",NA,NA,NA,NA,NA
53111,"Blackhole: Complete Edition","XOne",2017,"1C Company","Platform",NA,NA,NA,NA,NA
53113,"Blackwood Crossing","PS4",2017,"Vision Games","Adventure",NA,NA,NA,NA,NA
53118,"Blaster Master Zero","NS",2017,"Inti Creates","Action",NA,NA,NA,NA,NA
53123,"BlazBlue: Central Fiction","PC",2017,"H2 Interactive Co., Ltd.","Fighting",NA,NA,NA,NA,NA
53129,"Bleed","NS",2017,"Digerati","Action",NA,NA,NA,NA,NA
53131,"Bleed","PS4",2017,"Digerati","Action",NA,NA,NA,NA,NA
53134,"Bleed 2","PC",2017,"Bootdisk Revolution","Action",NA,NA,NA,NA,NA
53151,"Bloody Zombies","NS",2017,"nDreams","Action",NA,NA,NA,NA,NA
53152,"Blossom Tales: The Sleeping King","NS",2017,"FDG Entertainment","Adventure",NA,NA,NA,NA,NA
53166,"Boost Beast","NS",2017,"Arc System Works","Puzzle",NA,NA,NA,NA,NA
53179,"Brave Dungeon + Dark Witch's Story: COMBAT","NS",2017,"Inside System","Role-Playing",NA,NA,NA,NA,NA
53194,"Bubsy: The Woolies Strike Back","PC",2017,"Accolade","Platform",NA,NA,NA,NA,NA
53196,"Bulb Boy","NS",2017,"Bulbware","Adventure",NA,NA,NA,NA,NA
53197,"Bullet Witch","PC",2017,"Unknown","Action",NA,NA,NA,NA,NA
53198,"Bulletstorm: Duke of Switch Edition","NS",2017,"Unknown","Shooter",NA,NA,NA,NA,NA
53203,"Butcher","NS",2017,"Crunching Koalas","Action",NA,NA,NA,NA,NA
53205,"Bye-Bye Box Boy!","3DS",2017,"Nintendo","Platform",NA,NA,NA,NA,NA
53229,"Caveman Warriors","NS",2017,"JanduSoft S.L.","Platform",NA,NA,NA,NA,NA
53230,"Cecile","PC",2017,"Unknown","Action",NA,NA,NA,NA,NA
53240,"Chaos on Deponia","PS4",2017,"Daedalic Entertainment","Adventure",NA,NA,NA,NA,NA
53243,"Chess Ultra","NS",2017,"Ripstone","Board Game",NA,NA,NA,NA,NA
53245,"Chicken Invaders: Cluck of the Dark Side","PC",2017,"Unknown","Shooter",NA,NA,NA,NA,NA
53259,"Civil War: 1864","PC",2017,"HexWar Games","Strategy",NA,NA,NA,NA,NA
53285,"Conga Master Party!","NS",2017,"Undercoders","Party",NA,NA,NA,NA,NA
53288,"Constructor HD","PC",2017,"System 3","Strategy",NA,NA,NA,NA,NA
53289,"Contra Anniversary Collection","PS4",2017,"Unknown","Action-Adventure",NA,NA,NA,NA,NA
53302,"Cosmic Star Heroine","PC",2017,"Zeboyd Games","Role-Playing",NA,NA,NA,NA,NA
53311,"Crawl","NS",2017,"Powerhoof Pty Ltd","Action",NA,NA,NA,NA,NA
53314,"Criminal Girls: Invite Only","PC",2017,"NIS America","Role-Playing",NA,NA,NA,NA,NA
53315,"Crimsonland","NS",2017,"10tons Ltd","Shooter",NA,NA,NA,NA,NA
53327,"Crypt of the NecroDancer","XOne",2017,"Brace Yourself Games","Music",NA,NA,NA,NA,NA
53351,"Danganronpa V3: Killing Harmony","PC",2017,"Spike Chunsoft","Adventure",NA,NA,NA,NA,NA
53354,"Dangerous Driving","PC",2017,"Unknown","Racing",NA,NA,NA,NA,NA
53358,"Dark Witch Music Episode: Rudymical","NS",2017,"Flyhigh Works","Music",NA,NA,NA,NA,NA
53365,"DatabaseTestingJP","2600",2017,"H2F Informationssysteme GmbH","Action",NA,NA,NA,NA,NA
53372,"de Blob","XOne",2017,"THQ Nordic","Platform",NA,NA,NA,NA,NA
53373,"de Blob","PS4",2017,"THQ Nordic","Platform",NA,NA,NA,NA,NA
53374,"de Blob","NS",2017,"Unknown","Platform",NA,NA,NA,NA,NA
53376,"De Mambo","NS",2017,"The Dangerous Kitchen","Action",NA,NA,NA,NA,NA
53377,"Dead Age","PC",2017,"Unknown","Role-Playing",NA,NA,NA,NA,NA
53392,"Dead Synchronicity: Tomorrow Comes Today","NS",2017,"Badland Studio","Adventure",NA,NA,NA,NA,NA
53393,"DEADBOLT","PC",2017,"Unknown","Action",NA,NA,NA,NA,NA
53394,"DeadCore","PC",2017,"Unknown","Shooter",NA,NA,NA,NA,NA
53403,"Death Squared","NS",2017,"SMG Studio","Party",NA,NA,NA,NA,NA
53409,"Deep Ones","NS",2017,"Flyhigh Works","Platform",NA,NA,NA,NA,NA
53463,"Dimension Drive","NS",2017,"2Awesome Studio","Shooter",NA,NA,NA,NA,NA
53489,"Doki Doki Literature Club","PC",2017,"Team Salvato","Visual Novel",NA,NA,NA,NA,NA
53491,"Don't Knock Twice","NS",2017,"Wales Interactive Ltd.","Adventure",NA,NA,NA,NA,NA
53506,"Double Dragon 4","NS",2017,"Arc System Works","Fighting",NA,NA,NA,NA,NA
53523,"DragonFangZ - The Rose & Dungeon of Time","NS",2017,"Toydea Inc.","Role-Playing",NA,NA,NA,NA,NA
53552,"Earth Atlantis","NS",2017,"Headup Games","Action",NA,NA,NA,NA,NA
53559,"Earthlock: Festival of Magic","WiiU",2017,"Snowcastle Games","Role-Playing",NA,NA,NA,NA,NA
53565,"Elliot Quest","NS",2017,"PlayEveryWare Games","Platform",NA,NA,NA,NA,NA
53566,"Embers of Mirrim","NS",2017,"Creative Bytes Studios","Platform",NA,NA,NA,NA,NA
53569,"Emily is Away","PC",2017,"Unknown","Simulation",NA,NA,NA,NA,NA
53570,"Emily is Away <3","PC",2017,"Unknown","Simulation",NA,NA,NA,NA,NA
53573,"Endless Space 2","PC",2017,"Sega","Strategy",NA,NA,NA,NA,NA
53575,"Energy Cycle","NS",2017,"Evgeniy Kolpakov","Puzzle",NA,NA,NA,NA,NA
53578,"Enigmatis 2: The Mists Of Ravenwood","PS4",2017,"Artifex Mundi sp. z o.o.","Puzzle",NA,NA,NA,NA,NA
53580,"Enigmatis: The Ghosts Of Maple Creek","PS4",2017,"Artifex Mundi sp. z o.o.","Puzzle",NA,NA,NA,NA,NA
53612,"Fairyland: Manuscript","PC",2017,"Naarassusi Publisher","Strategy",NA,NA,NA,NA,NA
53616,"Fallen Legion: Flames of Rebellion","PS4",2017,"Acttil","Role-Playing",NA,NA,NA,NA,NA
53631,"Fast RMX","NS",2017,"Shin'en","Racing",NA,NA,NA,NA,NA
53650,"Final Fantasy IX","PS4",2017,"Square Enix","Role-Playing",NA,NA,NA,NA,NA
53668,"Finding Paradise","PC",2017,"Freebird Games","Adventure",NA,NA,NA,NA,NA
53669,"Fire Emblem: Heroes","iOS",2017,"Nintendo","Role-Playing",NA,NA,NA,NA,NA
53670,"Fire Emblem: Heroes","And",2017,"Nintendo","Role-Playing",NA,NA,NA,NA,NA
53672,"Fire Pro Wrestling World","PC",2017,"Spike Chunsoft","Fighting",NA,NA,NA,NA,NA
53683,"Flip Wars","NS",2017,"Nintendo","Action",NA,NA,NA,NA,NA
53693,"Football Manager 2018","Linux",2017,"Sega","Simulation",NA,NA,NA,NA,NA
53694,"Football Manager 2018","OSX",2017,"Sega","Simulation",NA,NA,NA,NA,NA
53696,"Force of Nature","PC",2017,"Unknown","Strategy",NA,NA,NA,NA,NA
53699,"forma.8","NS",2017,"Mixedbag Srl","Action",NA,NA,NA,NA,NA
53701,"Fortnite: Save the World","PS4",2017,"Unknown","Shooter",NA,NA,NA,NA,NA
53705,"Four Bombs","3DS",2017,"RCMADIAX","Puzzle",NA,NA,NA,NA,NA
53712,"Freddy Fazbear's Pizzeria Simulator","PC",2017,"Scott Cawthon","Simulation",NA,NA,NA,NA,NA
53714,"Frederic: The Resurrection of Music","NS",2017,"Forever Entertainment S.A.","Music",NA,NA,NA,NA,NA
53716,"Freedom Planet","PS4",2017,"Galaxy Trail","Platform",NA,NA,NA,NA,NA
53728,"FruitFall Crush","NS",2017,"System 3","Puzzle",NA,NA,NA,NA,NA
53730,"Fuga","PC",2017,"Unknown","Strategy",NA,NA,NA,NA,NA
53732,"Fuga","PS4",2017,"Unknown","Strategy",NA,NA,NA,NA,NA
53749,"Gang Beasts","PC",2017,"Double Fine Presents","Fighting",NA,NA,NA,NA,NA
53774,"Ginger: Beyond the Crystal","NS",2017,"Badland Games","Platform",NA,NA,NA,NA,NA
53776,"GNOG","PS4",2017,"Double Fine Presents","Puzzle",NA,NA,NA,NA,NA
53782,"Golf Story","NS",2017,"Sidebar Games","Adventure",NA,NA,NA,NA,NA
53783,"GoNNER","NS",2017,"Raw Fury","Action",NA,NA,NA,NA,NA
53789,"Gorogoa","NS",2017,"Annapurna Interactive","Puzzle",NA,NA,NA,NA,NA
53791,"Graceful Explosion Machine","NS",2017,"Vertex Pop","Action",NA,NA,NA,NA,NA
53795,"Green Game: TimeSwapper","NS",2017,"iFun4all","Puzzle",NA,NA,NA,NA,NA
53802,"Grisaia Phantom Trigger 01 & 02","PSV",2017,"Prototype","Visual Novel",NA,NA,NA,NA,NA
53814,"GUNBARICH","NS",2017,"Zerodiv","Puzzle",NA,NA,NA,NA,NA
53815,"GUNBIRD","NS",2017,"Zerodiv","Shooter",NA,NA,NA,NA,NA
53816,"Guncraft","PC",2017,"Unknown","Shooter",NA,NA,NA,NA,NA
53817,"Gungrave G.O.R.E.","PS4",2017,"Unknown","Shooter",NA,NA,NA,NA,NA
53826,"GUNS UP!","PC",2017,"PlayStation Mobile Inc.","Strategy",NA,NA,NA,NA,NA
53828,"Guns, Gore & Cannoli","NS",2017,"Crazy Monkey","Platform",NA,NA,NA,NA,NA
53840,"Halo Wars: Definitive Edition","PC",2017,"Microsoft Studios","Strategy",NA,NA,NA,NA,NA
53841,"Halo Wars: Definitive Edition","XOne",2017,"Microsoft Studios","Strategy",NA,NA,NA,NA,NA
53844,"Hammerwatch","NS",2017,"BlitWorks","Action",NA,NA,NA,NA,NA
53857,"Heart&Slash","NS",2017,"Badland Games","Action",NA,NA,NA,NA,NA
53874,"Heroes of the Monkey Tavern","NS",2017,"Monkey Stories Games","Role-Playing",NA,NA,NA,NA,NA
53875,"Heroes of the Storm","PC",2017,"Unknown","Action",NA,NA,NA,NA,NA
53877,"Hexcells Plus","PC",2017,"Unknown","Puzzle",NA,NA,NA,NA,NA
53879,"Hiragana Pixel Party","NS",2017,"Springloaded","Music",NA,NA,NA,NA,NA
53890,"Holyday City: Reloaded","PC",2017,"Holyday Studios","Simulation",NA,NA,NA,NA,NA
53891,"Home Sweet Home (2017)","PC",2017,"YGGDRAZIL GROUP CO.,LTD","Adventure",NA,NA,NA,NA,NA
53905,"Hulu","NS",2017,"Hulu","Misc",NA,NA,NA,NA,NA
53906,"Human Resource Machine","NS",2017,"Tomorrow Corporation","Puzzle",NA,NA,NA,NA,NA
53907,"Human: Fall Flat","NS",2017,"Curve Digital","Platform",NA,NA,NA,NA,NA
53908,"Humanity Asset","PC",2017,"Unknown","Platform",NA,NA,NA,NA,NA
53913,"I Am Bread","XOne",2017,"Bossa Studios","Simulation",NA,NA,NA,NA,NA
53914,"I and Me","NS",2017,"Ratalaika Games","Action",NA,NA,NA,NA,NA
53915,"I C REDD","WiiU",2017,"RCMADIAX","Strategy",NA,NA,NA,NA,NA
53927,"Immortal Redneck","PC",2017,"CremaGames","Shooter",NA,NA,NA,NA,NA
53931,"Implosion","NS",2017,"Flyhigh Works","Action",NA,NA,NA,NA,NA
53938,"Infinite Minigolf","NS",2017,"Zen Studios","Sports",NA,NA,NA,NA,NA
53939,"Infinite Minigolf","XOne",2017,"Zen Studios","Sports",NA,NA,NA,NA,NA
53940,"Infinite Minigolf","PS4",2017,"Zen Studios","Sports",NA,NA,NA,NA,NA
53941,"Infinite Minigolf","PC",2017,"Zen Studios","Sports",NA,NA,NA,NA,NA
53959,"INVERSUS Deluxe","NS",2017,"Hypersect","Party",NA,NA,NA,NA,NA
53970,"IRONCAST","NS",2017,"Ripstone","Puzzle",NA,NA,NA,NA,NA
53971,"Irony Curtain: From Matryoshka","PC",2017,"Unknown","Visual Novel",NA,NA,NA,NA,NA
53973,"Irony Curtain: From Matryoshka","XOne",2017,"Unknown","Visual Novel",NA,NA,NA,NA,NA
53974,"Irony Curtain: From Matryoshka","PS4",2017,"Unknown","Visual Novel",NA,NA,NA,NA,NA
53982,"Jak 3","PS4",2017,"Sony Interactive Entertainment","Platform",NA,NA,NA,NA,NA
53983,"Jak and Daxter: The Precursor Legacy","PS4",2017,"Sony Interactive Entertainment","Platform",NA,NA,NA,NA,NA
53984,"Jak II","PS4",2017,"Sony Interactive Entertainment","Platform",NA,NA,NA,NA,NA
53985,"Jak X: Combat Racing","PS4",2017,"Sony Interactive Entertainment","Racing",NA,NA,NA,NA,NA
54015,"JYDGE","NS",2017,"10tons","Action",NA,NA,NA,NA,NA
54020,"Kamiko","NS",2017,"Flyhigh Works","Action-Adventure",NA,NA,NA,NA,NA
54021,"Karaoke JOYSOUND for Switch","NS",2017,"Xing Entertainment","Music",NA,NA,NA,NA,NA
54036,"Kid Tripp","NS",2017,"Four Horses","Platform",NA,NA,NA,NA,NA
54045,"King Oddball","NS",2017,"10tons","Puzzle",NA,NA,NA,NA,NA
54050,"Kingdom: New Lands","NS",2017,"Raw Fury","Strategy",NA,NA,NA,NA,NA
54060,"Knight Terrors","NS",2017,"Nicalis","Platform",NA,NA,NA,NA,NA
54068,"Koi DX","NS",2017,"CIRCLE Entertainment","Adventure",NA,NA,NA,NA,NA
54095,"Late Shift","OSX",2017,"Wales Interactive Ltd.","Adventure",NA,NA,NA,NA,NA
54100,"League of Evil","NS",2017,"Ratalaika Games","Action",NA,NA,NA,NA,NA
54115,"Let's Sing 2018","PS4",2017,"Koch Media","Music",NA,NA,NA,NA,NA
54116,"Let's Sing 2018","Wii",2017,"Koch Media","Music",NA,NA,NA,NA,NA
54117,"Letter Quest Remastered","NS",2017,"Digerati","Puzzle",NA,NA,NA,NA,NA
54118,"Levels+: Addictive Puzzle Game","NS",2017,"flow","Puzzle",NA,NA,NA,NA,NA
54121,"Lichtspeer: Double Speer Edition","NS",2017,"Crunching Koalas","Action",NA,NA,NA,NA,NA
54122,"Life Is Strange","iOS",2017,"Square Enix","Adventure",NA,NA,NA,NA,NA
54134,"Little Inferno","NS",2017,"Tomorrow Corporation","Puzzle",NA,NA,NA,NA,NA
54142,"LocoRoco 2 Remastered","PS4",2017,"Sony Interactive Entertainment","Platform",NA,NA,NA,NA,NA
54152,"Lost Lands: The Wanderer","PC",2017,"FIVE-BN GAMES","Adventure",NA,NA,NA,NA,NA
54159,"Lovers in a Dangerous Spacetime","NS",2017,"Asteroid Base","Party",NA,NA,NA,NA,NA
54164,"Lyrica","And",2017,"RNOVA Studio","Music",NA,NA,NA,NA,NA
54165,"Lyrica","iOS",2017,"RNOVA Studio","Music",NA,NA,NA,NA,NA
54175,"Malicious Fallen","PS4",2017,"Sony Interactive Entertainment","Action",NA,NA,NA,NA,NA
54182,"Maria The Witch","NS",2017,"Naps Team","Action",NA,NA,NA,NA,NA
54195,"Matterfall","PS4",2017,"Sony Interactive Entertainment","Shooter",NA,NA,NA,NA,NA
54198,"Mecho Tales","NS",2017,"Arcade Distillery","Platform",NA,NA,NA,NA,NA
54239,"Mini Ghost","PC",2017,"@unepic_fran","Misc",NA,NA,NA,NA,NA
54248,"Mom Hid My Game!","NS",2017,"Kemco","Puzzle",NA,NA,NA,NA,NA
54251,"Momodora: Reverie Under the Moonlight","PS4",2017,"Unknown","Platform",NA,NA,NA,NA,NA
54259,"Monster of the Deep: Final Fantasy XV","PS4",2017,"Square Enix","Sports",NA,NA,NA,NA,NA
54268,"Moon Hunters","NS",2017,"Kitfox Games","Party",NA,NA,NA,NA,NA
54278,"Morphite","NS",2017,"Level 77","Action",NA,NA,NA,NA,NA
54299,"Mr. Shifty","NS",2017,"TinyBuild Games","Action",NA,NA,NA,NA,NA
54300,"MUJO","NS",2017,"Oink Games","Puzzle",NA,NA,NA,NA,NA
54310,"Mutant Mudds Collection","NS",2017,"Atooi","Platform",NA,NA,NA,NA,NA
54339,"Naruto Shippuden: Ultimate Ninja Storm Trilogy","PS4",2017,"Bandai Namco Games","Fighting",NA,NA,NA,NA,NA
54340,"Naruto Shippuden: Ultimate Ninja Storm Trilogy","XOne",2017,"Bandai Namco Games","Fighting",NA,NA,NA,NA,NA
54350,"Nekojishi","PC",2017,"Orange Juice Dog","Visual Novel",NA,NA,NA,NA,NA
54362,"Neon Chrome","NS",2017,"10tons","Action",NA,NA,NA,NA,NA
54364,"NeuroVoider","NS",2017,"Plug In Digital","Action",NA,NA,NA,NA,NA
54365,"Never Stop Sneakin'","NS",2017,"Humble Hearts","Action",NA,NA,NA,NA,NA
54366,"New Frontier Days: Founding Pioneers","NS",2017,"Arc System Works","Simulation",NA,NA,NA,NA,NA
54368,"Nex Machina","PS4",2017,"Housemarque","Shooter",NA,NA,NA,NA,NA
54369,"Nex Machina","PC",2017,"Housemarque","Shooter",NA,NA,NA,NA,NA
54380,"Nidhogg 2","PS4",2017,"Messhof","Action",NA,NA,NA,NA,NA
54381,"Nidhogg 2","PC",2017,"Messhof","Action",NA,NA,NA,NA,NA
54383,"Night In The Woods","XOne",2017,"Finji","Adventure",NA,NA,NA,NA,NA
54389,"Nights of Azure","PC",2017,"Koei Tecmo","Action",NA,NA,NA,NA,NA
54391,"Nine Parchments","NS",2017,"Frozenbyte","Action",NA,NA,NA,NA,NA
54394,"Ninja Shodown","NS",2017,"Rising Star Games","Action",NA,NA,NA,NA,NA
54412,"Oceanhorn: Monster of Uncharted Seas","NS",2017,"FDG Entertainment","Adventure",NA,NA,NA,NA,NA
54413,"Octodad: Dadliest Catch","NS",2017,"Young Horses","Action",NA,NA,NA,NA,NA
54422,"Oh...Sir! The Insult Simulator","XOne",2017,"Vile Monarch","Simulation",NA,NA,NA,NA,NA
54423,"Oh...Sir! The Insult Simulator","PS4",2017,"Vile Monarch","Simulation",NA,NA,NA,NA,NA
54443,"Omega Quintet","PC",2017,"Ghostlight","Role-Playing",NA,NA,NA,NA,NA
54449,"One More Dungeon","NS",2017,"Ratalaika Games","Role-Playing",NA,NA,NA,NA,NA
54472,"OPUS: The Day We Found Earth","NS",2017,"Flyhigh Works","Adventure",NA,NA,NA,NA,NA
54479,"Ostwind/Windstorm","PS4",2017,"EuroVideo Medien","Adventure",NA,NA,NA,NA,NA
54480,"Ostwind/Windstorm","NS",2017,"EuroVideo Medien","Adventure",NA,NA,NA,NA,NA
54481,"Othello","NS",2017,"Arc System Works","Board Game",NA,NA,NA,NA,NA
54485,"Our World Is Ended.","PSV",2017,"PQube","Visual Novel",NA,NA,NA,NA,NA
54487,"Outcast: Second Contact","PC",2017,"Bigben Interactive","Action",NA,NA,NA,NA,NA
54488,"Outcast: Second Contact","XOne",2017,"Bigben Interactive","Adventure",NA,NA,NA,NA,NA
